seq	rf	ada	mlp	ens
a/moscow/10/1999.a/switzerland/9715293/2013	0.8	0.8	0.5	0.7
a/moscow/10/1999.a/swine/newyork/a01104005/2011	1.2	1.1	1.2	1.2
a/moscow/10/1999.a/swine/missouri/a01476459/2012	1.3	1.0	1.0	1.1
a/moscow/10/1999.a/wuhan/359/1995	2.2	2.2	2.2	2.2
a/moscow/10/1999.a/moscow/10/1999	0.0	0.0	0.0	0.0
a/moscow/10/1999.a/shanghai/11/1987	2.9	2.8	2.8	2.9
a/moscow/10/1999.a/portchalmers/1/1973	1.3	1.4	1.6	1.4
a/moscow/10/1999.a/beijing/353/1989	2.4	2.4	2.3	2.3
a/moscow/10/1999.a/sydney/5/1997	0.2	0.2	0.2	0.2
a/moscow/10/1999.a/texas/1/1977	1.2	1.1	1.2	1.2
a/moscow/10/1999.a/philippines/2/1982	1.4	1.3	0.9	1.2
a/moscow/10/1999.a/leningrad/360/1986	3.0	2.9	2.5	2.8
a/moscow/10/1999.a/swine/texas/4199-1/1998	0.8	0.9	1.2	1.0
a/moscow/10/1999.a/swine/colorado/23619/1999	0.2	0.4	0.2	0.2
a/moscow/10/1999.a/swine/minnesota/1146/2006	1.3	1.2	1.2	1.3
a/moscow/10/1999.a/swine/iowa/1700/2007	3.0	2.9	2.9	2.9
a/moscow/10/1999.a/swine/minnesota/2782/2009	1.1	1.2	1.5	1.3
a/moscow/10/1999.a/swine/illinois/02970/2009	2.4	2.1	2.1	2.2
a/moscow/10/1999.a/swine/pennsylvania/a01076777/2010	2.2	2.1	1.5	2.0
a/moscow/10/1999.a/indiana/8/2011	1.3	1.3	1.0	1.2
a/moscow/10/1999.a/swine/indiana/a00968373/2012	0.6	0.6	0.3	0.5
a/moscow/10/1999.a/swine/indiana/a01202866/2011	2.6	2.6	1.9	2.4
a/moscow/10/1999.a/swine/iowa/a01202613/2011	0.9	0.9	0.6	0.8
a/moscow/10/1999.a/swine/iowa/a01202889/2011	2.4	2.4	2.1	2.3
a/moscow/10/1999.a/swine/iowa/a01049750/2011	0.7	0.6	0.2	0.5
a/moscow/10/1999.a/swine/texas/a01049914/2011	0.5	0.4	0.2	0.4
a/moscow/10/1999.a/swine/illinois/a01241066/2012	1.6	1.5	1.3	1.5
a/moscow/10/1999.a/swine/nebraska/a01241171/2012	0.9	1.1	0.8	1.0
a/moscow/10/1999.a/swine/iowa/a01203121/2012	1.4	1.4	1.1	1.3
a/moscow/10/1999.a/swine/iowa/a01432826/2013	2.2	2.1	2.2	2.2
a/moscow/10/1999.a/swine/iowa/a01290671/2013	1.6	1.5	1.3	1.5
a/moscow/10/1999.a/swine/illinois/a01555180/2014	2.5	2.5	1.8	2.3
a/moscow/10/1999.a/swine/arkansas/a01840240/2014	0.1	0.2	0.1	0.1
a/moscow/10/1999.a/swine/illinois/a01240784/2012	2.2	2.1	1.5	2.0
a/moscow/10/1999.a/swine/illinois/a01475273/2014	1.0	1.2	0.9	1.1
a/moscow/10/1999.a/swine/illinois/a01503899/2014	1.0	1.2	0.9	1.1
a/moscow/10/1999.a/swine/wyoming/a01445305/2013	1.0	0.8	1.0	0.9
a/moscow/10/1999.a/swine/wyoming/a01397400/2013	0.2	0.2	0.5	0.3
a/moscow/10/1999.a/swine/wyoming/a01444566/2013	0.4	0.6	0.3	0.5
a/moscow/10/1999.a/swine/wyoming/a01381202/2013	0.2	0.1	0.2	0.2
a/moscow/10/1999.a/swine/nebraska/a01493501/2014	0.1	0.2	0.8	0.4
a/moscow/10/1999.a/swine/minnesota/a01366992/2014	0.9	0.8	0.2	0.6
a/shanghai/11/1987.a/bangkok/01/1979	0.5	0.6	0.3	0.5
a/shanghai/11/1987.a/beijing/32/1992	1.6	1.6	1.7	1.7
a/shanghai/11/1987.a/fujian/411/2002	2.1	1.8	2.1	2.0
a/shanghai/11/1987.a/wisconsin/67/2005	3.3	3.2	3.3	3.3
a/shanghai/11/1987.a/brisbane/10/2007	0.5	0.6	0.6	0.6
a/shanghai/11/1987.a/victoria/361/2011	1.0	0.7	1.2	1.0
a/shanghai/11/1987.a/switzerland/9715293/2013	1.7	1.7	2.2	1.9
a/shanghai/11/1987.a/swine/newyork/a01104005/2011	2.9	3.1	3.0	3.0
a/shanghai/11/1987.a/swine/iowa/a01480656/2014	2.7	2.4	2.5	2.5
a/shanghai/11/1987.a/swine/ohio/16tosu4788/2016	3.0	3.0	2.8	2.9
a/shanghai/11/1987.a/wuhan/359/1995	0.8	0.7	0.9	0.8
a/shanghai/11/1987.a/moscow/10/1999	0.9	1.1	1.1	1.0
a/shanghai/11/1987.a/shanghai/11/1987	0.0	0.0	0.0	0.0
a/shanghai/11/1987.a/sichuan/02/1987	0.6	0.8	0.6	0.7
a/shanghai/11/1987.a/swine/michigan/a01104095/2016	3.0	3.0	2.8	2.9
a/shanghai/11/1987.a/beijing/353/1989	1.6	1.9	1.8	1.8
a/shanghai/11/1987.a/sydney/5/1997	1.8	2.0	2.0	1.9
a/shanghai/11/1987.a/texas/1/1977	0.2	0.3	0.1	0.2
a/shanghai/11/1987.a/philippines/2/1982	3.7	3.9	3.7	3.7
a/shanghai/11/1987.a/leningrad/360/1986	2.8	2.7	2.0	2.5
a/sichuan/02/1987.a/bangkok/01/1979	0.4	0.5	0.7	0.5
a/sichuan/02/1987.a/beijing/32/1992	2.6	2.5	2.6	2.6
a/sichuan/02/1987.a/wisconsin/67/2005	2.0	2.0	1.3	1.8
a/sichuan/02/1987.a/brisbane/10/2007	0.7	0.6	0.8	0.7
a/sichuan/02/1987.a/perth/16/2009	1.0	1.0	0.3	0.8
a/sichuan/02/1987.a/victoria/361/2011	1.1	0.9	0.7	0.9
a/sichuan/02/1987.a/swine/newyork/a01104005/2011	1.7	1.4	1.3	1.5
a/sichuan/02/1987.a/swine/missouri/a01476459/2012	1.0	0.9	0.8	0.9
a/sichuan/02/1987.a/swine/texas/4199-2/1998	1.7	2.2	2.1	2.0
a/sichuan/02/1987.a/swine/nebraska/a01567651/2015	4.0	3.7	3.9	3.9
a/sichuan/02/1987.a/swine/saskatchewan/sd0059/2014	0.9	0.9	1.0	0.9
a/sichuan/02/1987.a/swine/denmark/15164-1-p1/2014	1.9	2.1	2.3	2.1
a/sichuan/02/1987.a/swine/mexico/8630459/2011	0.6	0.6	0.8	0.7
a/sichuan/02/1987.a/swine/mexico/9890611/2013	2.1	1.9	1.7	1.9
a/sichuan/02/1987.a/swine/mexico/84706352130/2015	1.9	1.9	2.0	1.9
a/sichuan/02/1987.a/swine/mexico/985778/2013	1.9	1.9	2.0	1.9
a/sichuan/02/1987.a/swine/mexico/avx36/2012	0.9	0.6	0.5	0.7
a/sichuan/02/1987.a/swine/mexico/avx53/2013	1.4	1.3	1.2	1.3
a/sichuan/02/1987.a/turkey/ohio/313053/2004	0.1	0.1	0.0	0.0
a/sichuan/02/1987.a/swine/mexico/avx15/2012	2.9	2.9	3.0	2.9
a/sichuan/02/1987.a/moscow/10/1999	0.0	0.5	0.4	0.3
a/sichuan/02/1987.a/shanghai/11/1987	0.6	0.4	0.6	0.5
a/sichuan/02/1987.a/sichuan/02/1987	0.0	0.0	0.0	0.0
a/sichuan/02/1987.a/portchalmers/1/1973	0.3	0.4	0.6	0.5
a/sichuan/02/1987.a/beijing/353/1989	0.8	0.9	1.0	0.9
a/sichuan/02/1987.a/sydney/5/1997	0.7	0.6	1.1	0.8
a/sichuan/02/1987.a/texas/1/1977	0.3	0.3	0.4	0.3
a/sichuan/02/1987.a/philippines/2/1982	1.1	1.4	1.9	1.5
a/sichuan/02/1987.a/leningrad/360/1986	0.8	0.7	0.3	0.6
a/portchalmers/1/1973.a/bangkok/01/1979	0.8	0.9	0.7	0.8
a/portchalmers/1/1973.a/wisconsin/67/2005	1.5	1.6	2.0	1.7
a/portchalmers/1/1973.a/brisbane/10/2007	2.1	2.0	1.9	2.0
a/portchalmers/1/1973.a/switzerland/9715293/2013	1.9	1.8	2.0	1.9
a/portchalmers/1/1973.a/wuhan/359/1995	0.9	0.8	0.2	0.6
a/portchalmers/1/1973.a/swine/denmark/15164-1-p1/2014	2.5	2.7	2.9	2.7
a/portchalmers/1/1973.a/swine/mexico/8630565/2011	1.4	1.3	1.4	1.4
a/portchalmers/1/1973.a/swine/mexico/8630459/2011	1.1	1.0	0.9	1.0
a/portchalmers/1/1973.a/swine/mexico/84706352130/2015	1.4	1.4	1.6	1.5
a/portchalmers/1/1973.a/swine/mexico/985778/2013	1.9	2.0	1.8	1.9
a/portchalmers/1/1973.a/moscow/10/1999	0.2	0.1	0.0	0.1
a/portchalmers/1/1973.a/shanghai/11/1987	0.4	0.3	0.2	0.3
a/portchalmers/1/1973.a/sichuan/02/1987	0.6	0.6	0.3	0.5
a/portchalmers/1/1973.a/portchalmers/1/1973	0.0	0.0	0.0	0.0
a/portchalmers/1/1973.a/beijing/353/1989	0.5	0.5	0.3	0.4
a/portchalmers/1/1973.a/sydney/5/1997	2.7	2.6	2.7	2.6
a/portchalmers/1/1973.a/texas/1/1977	0.0	0.0	0.2	0.1
a/portchalmers/1/1973.a/philippines/2/1982	0.9	1.6	1.4	1.3
a/portchalmers/1/1973.a/leningrad/360/1986	1.4	1.4	1.7	1.5
a/beijing/353/1989.a/bangkok/01/1979	0.2	0.3	0.5	0.4
a/beijing/353/1989.a/beijing/32/1992	1.5	1.5	1.6	1.5
a/beijing/353/1989.a/wisconsin/67/2005	0.7	0.8	0.6	0.7
a/beijing/353/1989.a/brisbane/10/2007	0.2	0.2	0.3	0.2
a/beijing/353/1989.a/perth/16/2009	1.3	1.4	1.2	1.3
a/beijing/353/1989.a/switzerland/9715293/2013	0.4	0.4	0.6	0.5
a/beijing/353/1989.a/swine/iowa/a01480656/2014	0.9	0.9	0.8	0.9
a/beijing/353/1989.a/swine/missouri/a01410819/2014	0.4	0.7	0.3	0.5
a/beijing/353/1989.a/wuhan/359/1995	0.1	0.1	0.0	0.1
a/beijing/353/1989.a/moscow/10/1999	2.6	2.5	2.5	2.5
a/beijing/353/1989.a/shanghai/11/1987	2.8	2.5	2.8	2.7
a/beijing/353/1989.a/sichuan/02/1987	2.5	2.2	2.5	2.4
a/beijing/353/1989.a/portchalmers/1/1973	1.2	1.1	1.4	1.2
a/beijing/353/1989.a/beijing/353/1989	0.0	0.0	0.1	0.0
a/beijing/353/1989.a/sydney/5/1997	1.5	1.6	1.0	1.4
a/beijing/353/1989.a/texas/1/1977	0.6	0.7	0.3	0.5
a/beijing/353/1989.a/philippines/2/1982	0.4	0.6	0.2	0.4
a/beijing/353/1989.a/leningrad/360/1986	3.2	2.9	2.6	2.9
a/sydney/5/1997.a/bangkok/01/1979	0.8	0.5	0.8	0.7
a/sydney/5/1997.a/beijing/32/1992	3.3	3.3	3.8	3.5
a/sydney/5/1997.a/switzerland/9715293/2013	0.8	0.8	1.3	1.0
a/sydney/5/1997.a/swine/iowa/a01480656/2014	0.1	0.5	0.1	0.2
a/sydney/5/1997.a/swine/missouri/a01476459/2012	1.5	1.5	1.6	1.5
a/sydney/5/1997.a/wuhan/359/1995	0.6	0.5	1.3	0.8
a/sydney/5/1997.a/swine/indiana/a01729045/2016	0.3	0.7	0.3	0.4
a/sydney/5/1997.a/moscow/10/1999	1.1	1.0	1.1	1.1
a/sydney/5/1997.a/portchalmers/1/1973	1.9	2.2	1.9	2.0
a/sydney/5/1997.a/beijing/353/1989	1.3	1.3	1.8	1.5
a/sydney/5/1997.a/sydney/5/1997	0.0	0.0	0.0	0.0
a/sydney/5/1997.a/texas/1/1977	0.4	0.1	0.4	0.3
a/sydney/5/1997.a/philippines/2/1982	1.5	1.5	1.4	1.5
a/sydney/5/1997.a/leningrad/360/1986	1.7	1.5	1.2	1.5
a/sydney/5/1997.a/swine/texas/4199-1/1998	1.5	1.2	1.7	1.4
a/sydney/5/1997.a/swine/colorado/23619/1999	0.1	0.1	0.2	0.1
a/sydney/5/1997.a/swine/iowa/a01202613/2011	1.8	1.8	2.3	2.0
a/sydney/5/1997.a/swine/iowa/a01049750/2011	2.3	2.3	2.4	2.3
a/sydney/5/1997.a/swine/minnesota/a01125993/2012	1.3	1.7	1.3	1.4
a/sydney/5/1997.a/swine/illinois/a01240784/2012	2.1	2.0	1.7	1.9
a/sydney/5/1997.a/swine/illinois/a01327868/2012	3.1	3.0	2.7	2.9
a/sydney/5/1997.a/swine/illinois/a01493027/2014	1.5	1.5	1.6	1.5
a/sydney/5/1997.a/swine/illinois/a01475273/2014	1.1	1.2	1.4	1.2
a/sydney/5/1997.a/swine/illinois/a01489882/2015	0.1	0.0	0.2	0.0
a/sydney/5/1997.a/swine/illinois/a01502036/2014	0.6	0.5	0.3	0.5
a/sydney/5/1997.a/swine/wyoming/a01445305/2013	0.7	0.3	0.7	0.6
a/sydney/5/1997.a/swine/wyoming/a01397400/2013	1.8	1.8	2.3	2.0
a/sydney/5/1997.a/swine/wyoming/a01444566/2013	0.7	0.3	0.7	0.6
a/sydney/5/1997.a/swine/wyoming/a01381202/2013	1.8	1.5	1.8	1.7
a/sydney/5/1997.a/swine/minnesota/a01366992/2014	2.2	2.2	2.2	2.2
a/sydney/5/1997.a/swine/indiana/a01260466/2014	0.4	0.0	0.4	0.3
a/sydney/5/1997.a/swine/north_carolina/a01410118/2014	0.6	0.6	0.6	0.6
a/sydney/5/1997.a/swine/north_carolina/a01410709/2014	0.4	0.4	0.4	0.4
a/sydney/5/1997.a/swine/iowa/a01501685/2014	0.1	0.0	0.2	0.0
a/sydney/5/1997.a/swine/illinois/a01327903/2012	0.2	0.2	0.2	0.2
a/sydney/5/1997.a/swine/illinois/a00843193/2014	0.2	0.2	0.7	0.4
a/sydney/5/1997.a/swine/wyoming/a01444562/2013	0.7	0.3	0.7	0.6
a/sydney/5/1997.a/swine/illinois/a01728585/2015	0.4	0.5	0.5	0.5
a/sydney/5/1997.a/swine/illinois/a01462475/2015	0.5	0.5	0.4	0.5
a/sydney/5/1997.a/swine/indiana/a01812162/2016	0.8	0.8	1.3	1.0
a/sydney/5/1997.a/swine/illinois/a01475803/2014	0.4	0.5	0.5	0.5
a/sydney/5/1997.a/swine/north_carolina/a01476722/2014	0.8	0.8	0.8	0.8
a/sydney/5/1997.a/swine/indiana/a01260268/2013	0.2	0.2	0.7	0.4
a/sydney/5/1997.a/swine/minnesota/a01277201/2012	2.1	2.0	1.7	1.9
a/sydney/5/1997.a/swine/iowa/a01730108/2016	0.3	0.7	0.3	0.4
a/sydney/5/1997.a/swine/north_carolina/a01732564/2016	0.8	0.8	1.3	1.0
a/sydney/5/1997.a/swine/iowa/a01729543/2016	0.4	0.0	0.4	0.3
a/sydney/5/1997.a/swine/nebraska/a01478775/2015	0.7	1.1	0.7	0.8
a/texas/1/1977.a/bangkok/01/1979	0.5	0.3	0.2	0.3
a/texas/1/1977.a/beijing/32/1992	1.4	1.4	1.4	1.4
a/texas/1/1977.a/wisconsin/67/2005	1.9	1.6	2.0	1.9
a/texas/1/1977.a/brisbane/10/2007	0.5	0.2	0.3	0.3
a/texas/1/1977.a/victoria/361/2011	0.8	0.6	0.6	0.7
a/texas/1/1977.a/switzerland/9715293/2013	1.1	1.4	1.6	1.4
a/texas/1/1977.a/swine/newyork/a01104005/2011	1.9	1.6	1.7	1.7
a/texas/1/1977.a/swine/missouri/a01410819/2014	1.4	1.3	2.2	1.6
a/texas/1/1977.a/wuhan/359/1995	0.4	0.6	0.5	0.5
a/texas/1/1977.a/moscow/10/1999	0.5	0.5	0.6	0.5
a/texas/1/1977.a/shanghai/11/1987	1.2	1.4	1.1	1.2
a/texas/1/1977.a/sichuan/02/1987	1.9	1.9	1.9	1.9
a/texas/1/1977.a/portchalmers/1/1973	0.4	0.4	0.6	0.5
a/texas/1/1977.a/beijing/353/1989	0.7	0.5	1.0	0.7
a/texas/1/1977.a/sydney/5/1997	0.6	0.6	0.5	0.6
a/texas/1/1977.a/texas/1/1977	0.0	0.0	0.0	0.0
a/texas/1/1977.a/philippines/2/1982	0.8	0.5	0.8	0.7
a/texas/1/1977.a/leningrad/360/1986	0.8	1.1	1.1	1.0
a/philippines/2/1982.a/bangkok/01/1979	1.2	1.2	0.8	1.0
a/philippines/2/1982.a/beijing/32/1992	0.8	0.7	1.2	0.9
a/philippines/2/1982.a/wisconsin/67/2005	0.4	0.5	1.1	0.6
a/philippines/2/1982.a/brisbane/10/2007	0.4	0.5	1.1	0.6
a/philippines/2/1982.a/victoria/361/2011	1.0	1.3	1.2	1.2
a/philippines/2/1982.a/swine/newyork/a01104005/2011	0.3	0.0	0.1	0.1
a/philippines/2/1982.a/swine/missouri/a01476459/2012	1.0	1.3	1.2	1.2
a/philippines/2/1982.a/swine/minnesota/02782/2009	0.7	0.9	0.9	0.8
a/philippines/2/1982.a/swine/nebraska/a01567651/2015	0.0	0.2	0.1	0.1
a/philippines/2/1982.a/swine/denmark/15164-1-p1/2014	1.1	0.8	0.4	0.8
a/philippines/2/1982.a/swine/mexico/8630565/2011	0.7	0.8	0.4	0.6
a/philippines/2/1982.a/swine/mexico/8630459/2011	0.2	0.1	0.1	0.1
a/philippines/2/1982.a/swine/mexico/84706352130/2015	0.5	1.0	0.7	0.7
a/philippines/2/1982.a/swine/mexico/985778/2013	0.5	1.0	0.7	0.7
a/philippines/2/1982.a/swine/mexico/avx36/2012	0.4	0.2	0.2	0.3
a/philippines/2/1982.a/swine/mexico/avx57/2013	0.4	0.6	0.5	0.5
a/philippines/2/1982.a/swine/mexico/avx53/2013	0.2	0.2	0.4	0.3
a/philippines/2/1982.a/turkey/ohio/313053/2004	1.4	2.1	1.3	1.6
a/philippines/2/1982.a/swine/mexico/avx26/2012	0.1	0.8	0.0	0.3
a/philippines/2/1982.a/swine/mexico/avx15/2012	0.8	0.3	0.6	0.6
a/philippines/2/1982.a/moscow/10/1999	2.8	2.7	2.3	2.6
a/philippines/2/1982.a/shanghai/11/1987	1.4	1.3	1.4	1.4
a/philippines/2/1982.a/sichuan/02/1987	3.9	3.8	3.2	3.6
a/philippines/2/1982.a/beijing/353/1989	2.0	1.8	2.1	2.0
a/philippines/2/1982.a/sydney/5/1997	0.8	0.9	1.0	0.9
a/philippines/2/1982.a/texas/1/1977	0.5	0.1	0.5	0.4
a/philippines/2/1982.a/philippines/2/1982	0.0	0.0	0.0	0.0
a/philippines/2/1982.a/leningrad/360/1986	1.4	1.8	1.3	1.5
a/leningrad/360/1986.a/bangkok/01/1979	0.2	0.2	0.6	0.2
a/leningrad/360/1986.a/beijing/32/1992	1.7	1.5	1.4	1.5
a/leningrad/360/1986.a/wisconsin/67/2005	1.6	1.5	1.5	1.5
a/leningrad/360/1986.a/brisbane/10/2007	1.6	1.5	1.5	1.5
a/leningrad/360/1986.a/perth/16/2009	1.0	0.9	0.9	0.9
a/leningrad/360/1986.a/victoria/361/2011	1.3	0.9	1.4	1.2
a/leningrad/360/1986.a/switzerland/9715293/2013	2.9	2.9	2.7	2.8
a/leningrad/360/1986.a/swine/iowa/a01480656/2014	2.1	1.8	2.1	2.0
a/leningrad/360/1986.a/wuhan/359/1995	1.7	1.9	1.4	1.7
a/leningrad/360/1986.a/moscow/10/1999	0.3	0.2	0.1	0.1
a/leningrad/360/1986.a/shanghai/11/1987	1.4	1.4	0.7	1.2
a/leningrad/360/1986.a/sichuan/02/1987	0.6	0.6	1.3	0.8
a/leningrad/360/1986.a/beijing/353/1989	1.1	1.5	1.9	1.5
a/leningrad/360/1986.a/sydney/5/1997	1.2	1.3	1.8	1.4
a/leningrad/360/1986.a/texas/1/1977	0.2	0.3	0.5	0.4
a/leningrad/360/1986.a/philippines/2/1982	2.1	2.2	2.0	2.1
a/leningrad/360/1986.a/leningrad/360/1986	0.0	0.0	0.0	0.0
a/swine/texas/4199-1/1998.a/swine/newyork/a01104005/2011	1.2	1.3	1.0	1.2
a/swine/texas/4199-1/1998.a/swine/iowa/a01480656/2014	2.0	2.1	1.8	2.0
a/swine/texas/4199-1/1998.a/swine/missouri/a01410819/2014	1.4	1.3	1.3	1.3
a/swine/texas/4199-1/1998.a/wuhan/359/1995	0.5	0.5	0.5	0.5
a/swine/texas/4199-1/1998.a/swine/indiana/a01729045/2016	1.2	1.2	1.3	1.3
a/swine/texas/4199-1/1998.a/swine/nebraska/a01567651/2015	0.9	0.8	0.7	0.8
a/swine/texas/4199-1/1998.a/moscow/10/1999	0.7	0.6	1.0	0.8
a/swine/texas/4199-1/1998.a/sydney/5/1997	1.5	1.3	1.6	1.4
a/swine/texas/4199-1/1998.a/swine/texas/4199-1/1998	0.0	0.0	0.0	0.0
a/swine/texas/4199-1/1998.a/swine/colorado/23619/1999	0.2	0.1	0.1	0.1
a/swine/texas/4199-1/1998.a/swine/minnesota/1146/2006	1.7	1.9	1.6	1.7
a/swine/texas/4199-1/1998.a/swine/iowa/1700/2007	1.7	1.6	1.4	1.6
a/swine/texas/4199-1/1998.a/swine/minnesota/2782/2009	0.5	0.7	1.1	0.8
a/swine/texas/4199-1/1998.a/swine/illinois/02970/2009	1.8	1.6	1.8	1.8
a/swine/texas/4199-1/1998.a/swine/pennsylvania/a01076777/2010	0.0	0.1	0.1	0.1
a/swine/texas/4199-1/1998.a/indiana/8/2011	1.5	1.5	1.6	1.5
a/swine/texas/4199-1/1998.a/swine/indiana/a00968373/2012	2.1	2.1	2.2	2.2
a/swine/texas/4199-1/1998.a/swine/illinois/a01241469/2012	2.5	2.0	2.3	2.3
a/swine/texas/4199-1/1998.a/swine/michigan/a01259000/2012	0.4	0.4	0.5	0.5
a/swine/texas/4199-1/1998.a/swine/indiana/a01202866/2011	0.3	0.1	0.3	0.3
a/swine/texas/4199-1/1998.a/swine/illinois/a01201606/2011	2.7	2.8	2.8	2.8
a/swine/texas/4199-1/1998.a/swine/iowa/a01202613/2011	1.3	1.3	1.2	1.2
a/swine/texas/4199-1/1998.a/swine/iowa/a01202889/2011	1.4	1.9	1.6	1.6
a/swine/texas/4199-1/1998.a/swine/iowa/a01203196/2012	0.9	0.4	0.7	0.7
a/swine/texas/4199-1/1998.a/swine/iowa/a01049750/2011	1.6	1.4	1.9	1.6
a/swine/texas/4199-1/1998.a/swine/texas/a01049914/2011	1.6	1.7	1.9	1.7
a/swine/texas/4199-1/1998.a/swine/illinois/a01241066/2012	1.6	1.7	1.9	1.7
a/swine/texas/4199-1/1998.a/swine/nebraska/a01241171/2012	0.8	0.6	0.9	0.8
a/swine/texas/4199-1/1998.a/swine/iowa/a01203121/2012	1.5	1.7	1.5	1.5
a/swine/texas/4199-1/1998.a/swine/iowa/a01300195/2012	1.1	1.0	1.3	1.1
a/swine/texas/4199-1/1998.a/swine/minnesota/a01125993/2012	0.3	0.3	0.4	0.3
a/swine/texas/4199-1/1998.a/swine/minnesota/a01300213/2012	2.8	2.8	2.7	2.7
a/swine/texas/4199-1/1998.a/swine/minnesota/a01327922/2012	2.9	2.9	2.8	2.8
a/swine/texas/4199-1/1998.a/swine/iowa/a01432826/2013	0.5	0.5	0.6	0.5
a/swine/texas/4199-1/1998.a/swine/iowa/a01290671/2013	1.4	1.4	1.3	1.3
a/swine/texas/4199-1/1998.a/swine/illinois/a01555180/2014	0.5	0.4	1.0	0.7
a/swine/texas/4199-1/1998.a/swine/arkansas/a01840240/2014	1.4	1.4	1.3	1.3
a/swine/texas/4199-1/1998.a/swine/illinois/a01240784/2012	1.8	1.7	1.7	1.7
a/swine/texas/4199-1/1998.a/swine/illinois/a01327868/2012	1.4	1.3	1.3	1.3
a/swine/texas/4199-1/1998.a/swine/illinois/a01493027/2014	0.4	0.6	0.4	0.4
a/swine/texas/4199-1/1998.a/swine/illinois/a01840351/2015	1.2	1.3	1.0	1.2
a/swine/texas/4199-1/1998.a/swine/illinois/a01475273/2014	3.7	3.6	3.5	3.6
a/swine/texas/4199-1/1998.a/swine/illinois/a01503899/2014	3.5	3.0	3.3	3.3
a/swine/texas/4199-1/1998.a/swine/illinois/a01489882/2015	3.9	3.8	3.8	3.8
a/swine/texas/4199-1/1998.a/swine/illinois/a01502036/2014	3.3	3.2	3.2	3.2
a/swine/texas/4199-1/1998.a/swine/wyoming/a01445305/2013	0.3	0.2	0.0	0.2
a/swine/texas/4199-1/1998.a/swine/wyoming/a01397400/2013	2.1	2.2	2.3	2.2
a/swine/texas/4199-1/1998.a/swine/wyoming/a01444566/2013	1.1	0.6	0.9	0.9
a/swine/texas/4199-1/1998.a/swine/wyoming/a01381202/2013	0.7	0.2	0.5	0.5
a/swine/texas/4199-1/1998.a/swine/nebraska/a01493501/2014	0.7	0.2	0.5	0.5
a/swine/texas/4199-1/1998.a/swine/minnesota/a01366992/2014	1.7	1.2	1.5	1.5
a/swine/texas/4199-1/1998.a/swine/indiana/a01260466/2014	1.9	1.7	2.0	1.8
a/swine/texas/4199-1/1998.a/swine/north_carolina/a01410118/2014	3.9	3.8	3.6	3.8
a/swine/texas/4199-1/1998.a/swine/north_carolina/a01410709/2014	2.1	1.6	1.9	1.9
a/swine/texas/4199-1/1998.a/swine/iowa/a01501685/2014	1.9	1.8	1.8	1.8
a/swine/texas/4199-1/1998.a/swine/illinois/a01327903/2012	1.1	1.2	1.4	1.2
a/swine/texas/4199-1/1998.a/swine/illinois/a00843193/2014	1.6	1.6	1.7	1.7
a/swine/texas/4199-1/1998.a/swine/wyoming/a01444562/2013	1.1	0.6	0.9	0.9
a/swine/texas/4199-1/1998.a/swine/indiana/a01260591/2014	1.4	1.4	1.3	1.3
a/swine/texas/4199-1/1998.a/swine/california/a01459016/2015	0.5	0.5	0.6	0.5
a/swine/texas/4199-1/1998.a/swine/minnesota/a01847477/2015	1.1	1.1	1.2	1.1
a/swine/texas/4199-1/1998.a/swine/illinois/a02076652/2015	1.4	1.4	1.3	1.3
a/swine/texas/4199-1/1998.a/swine/iowa/a01733626/2016	1.5	1.4	1.9	1.6
a/swine/texas/4199-1/1998.a/swine/minnesota/a01365586/2013	0.0	0.2	0.1	0.0
a/swine/texas/4199-1/1998.a/swine/iowa/a01432770/2013	1.9	1.8	2.4	2.1
a/swine/texas/4199-1/1998.a/swine/illinois/a01728585/2015	0.8	0.9	0.6	0.8
a/swine/texas/4199-1/1998.a/swine/illinois/a01462475/2015	0.4	0.6	0.4	0.4
a/swine/texas/4199-1/1998.a/swine/indiana/a01812162/2016	1.1	0.6	0.9	0.9
a/swine/texas/4199-1/1998.a/swine/illinois/a01475803/2014	0.5	0.5	0.4	0.5
a/swine/texas/4199-1/1998.a/swine/minnesota/a01480518/2014	0.9	0.8	0.6	0.8
a/swine/texas/4199-1/1998.a/swine/north_carolina/a01476722/2014	0.6	0.6	0.7	0.7
a/swine/texas/4199-1/1998.a/swine/indiana/a01260268/2013	1.8	1.9	1.6	1.8
a/swine/texas/4199-1/1998.a/swine/minnesota/a01049936/2011	2.2	2.1	1.9	2.1
a/swine/texas/4199-1/1998.a/swine/minnesota/a01277201/2012	0.9	0.8	1.4	1.1
a/swine/texas/4199-1/1998.a/swine/north_carolina/a01730588/2016	0.3	0.4	0.6	0.4
a/swine/texas/4199-1/1998.a/swine/iowa/a01730108/2016	0.6	0.6	0.7	0.7
a/swine/texas/4199-1/1998.a/swine/minnesota/a01471950/2015	1.1	1.3	1.0	1.2
a/swine/texas/4199-1/1998.a/swine/oklahoma/a01776961/2016	0.1	0.2	0.4	0.2
a/swine/texas/4199-1/1998.a/swine/north_carolina/a01732564/2016	0.9	0.9	0.8	0.9
a/swine/texas/4199-1/1998.a/swine/iowa/a01729543/2016	1.9	1.7	2.0	1.8
a/swine/texas/4199-1/1998.a/swine/nebraska/a01478775/2015	1.4	1.5	1.2	1.4
a/swine/texas/4199-1/1998.a/swine/illinois/a01555638/2015	0.3	0.8	0.5	0.5
a/swine/iowa/1700/2007.a/wisconsin/67/2005	2.0	2.3	2.1	2.1
